Date,Price,SMA_20,SMA_50,RSI,Volatility_30,MACD,Signal,MACD_Histogram
2018-09-16,2019,2218.7,2745.5,26.39558924879394,383.29026844551555,-271.62729336692837,-281.2804180745925,9.65312470766412
2018-09-17,1992,2187.8,2702.98,26.054421768707485,374.38400748088713,-251.19529359313537,-275.2633931783011,24.068099585165726
2018-09-18,1754,2140.15,2655.64,23.367907260524717,380.99836183914925,-251.31044711972936,-270.47280396658675,19.162356846857392
2018-09-19,1871,2101.95,2612.84,29.03600464576074,377.89422743198116,-239.2033970665509,-264.2189225865796,25.01552552002869
2018-09-20,1855,2064.7,2573.96,40.0,382.1391634337706,-228.26820517797432,-257.0287791048586,28.760573926884263
2018-09-21,1969,2034.05,2539.86,45.51519644180875,380.18123476092893,-208.00538298404172,-247.22409988069523,39.21871689665352
2018-09-22,2175,2007.6,2510.3,57.868736767819335,377.7857387035577,-173.3264723422535,-232.4445743730069,59.11810203075339
2018-09-23,2126,1979.1,2478.42,63.22282189668466,373.17193350250704,-148.08998711188087,-215.57365692078173,67.48366980890086
2018-09-24,2150,1955.25,2448.88,64.37833714721586,366.222162646896,-124.71564697854751,-197.40205493233492,72.68640795378741
2018-09-25,2008,1926.0,2416.0,57.88381742738589,360.9635317651135,-116.30879192276143,-181.18340233042022,64.87461040765879
2018-09-26,1935,1917.5,2382.34,59.61538461538462,357.54634616389035,-114.22013007651594,-167.79074787963938,53.57061780312344
2018-09-27,1893,1907.65,2352.88,58.77808988764045,348.92668926686383,-114.63248754653432,-157.15909581301838,42.52660826648406
2018-09-28,2030,1911.55,2330.14,55.08798775822494,330.8361489789774,-102.7204315752208,-146.27136296545888,43.55093139023808
2018-09-29,1976,1921.2,2304.12,52.342007434944236,315.17217334426954,-96.52471328914612,-136.32203303019634,39.79731974105022
2018-09-30,2060,1935.55,2284.66,51.54950869236584,298.9733851991623,-83.8696666172741,-125.8315597476119,41.9618931303378
2018-10-01,2070,1950.05,2268.16,52.98621745788668,281.91248336289993,-72.20124353683559,-115.10549650545664,42.90425296862105
2018-10-02,2067,1970.15,2251.4,64.6125116713352,252.36777805867757,-62.47582666712651,-104.57956253779062,42.10373587066411
